,Jugadores,F. Nacim./Edad,Valor de mercado,Temporada,Valor de mercado (num),League,Team
36,Álex Centelles Lateral izquierdo,30/08/1999 (19),"1,00 mill. €",2018/2019,1000000.0,laliga,fc-valencia
39,Geoffrey Kondogbia Pivote,15/02/1993 (26),"30,00 mill. €",2018/2019,30000000.0,laliga,fc-valencia
42,Francis Coquelin Pivote,13/05/1991 (28),"17,50 mill. €",2018/2019,17500000.0,laliga,fc-valencia
45,Uroš Račić Pivote,17/03/1998 (21),"5,00 mill. €",2018/2019,5000000.0,laliga,fc-valencia
48,Hugo Guillamón Pivote,31/01/2000 (19),200 mil €,2018/2019,200000.0,laliga,fc-valencia
51,Carlos Soler Mediocentro,02/01/1997 (22),"50,00 mill. €",2018/2019,50000000.0,laliga,fc-valencia
54,Dani Parejo Mediocentro,16/04/1989 (30),"30,00 mill. €",2018/2019,30000000.0,laliga,fc-valencia
57,Daniel Wass Mediocentro,31/05/1989 (30),"14,00 mill. €",2018/2019,14000000.0,laliga,fc-valencia
60,Kang-in Lee Mediocentro ofensivo,19/02/2001 (18),"10,00 mill. €",2018/2019,10000000.0,laliga,fc-valencia
63,Gonçalo Guedes Extremo izquierdo,29/11/1996 (22),"40,00 mill. €",2018/2019,40000000.0,laliga,fc-valencia
66,Denis Cheryshev Extremo izquierdo,26/12/1990 (28),"6,00 mill. €",2018/2019,6000000.0,laliga,fc-valencia
69,Nacho Gil Extremo izquierdo,09/09/1995 (23),700 mil €,2018/2019,700000.0,laliga,fc-valencia
72,Álex Blanco Extremo izquierdo,16/12/1998 (20),500 mil €,2018/2019,500000.0,laliga,fc-valencia
75,Sito Extremo izquierdo,18/11/1996 (22),200 mil €,2018/2019,200000.0,laliga,fc-valencia
78,Ferran Torres Extremo derecho,29/02/2000 (19),"20,00 mill. €",2018/2019,20000000.0,laliga,fc-valencia
81,Rodrigo Delantero centro,06/03/1991 (28),"50,00 mill. €",2018/2019,50000000.0,laliga,fc-valencia
84,Santi Mina Delantero centro,07/12/1995 (23),"30,00 mill. €",2018/2019,30000000.0,laliga,fc-valencia
87,Michy Batshuayi Delantero centro,02/10/1993 (25),"30,00 mill. €",2018/2019,30000000.0,laliga,fc-valencia
90,Kévin Gameiro Delantero centro,09/05/1987 (32),"9,00 mill. €",2018/2019,9000000.0,laliga,fc-valencia
93,Rubén Sobrino Delantero centro,01/06/1992 (27),"3,00 mill. €",2018/2019,3000000.0,laliga,fc-valencia
96,Fran Navarro Delantero centro,03/02/1998 (21),300 mil €,2018/2019,300000.0,laliga,fc-valencia
0,Tomas Vaclik Portero,29/03/1989 (30),"18,00 mill. €",2018/2019,18000000.0,laliga,fc-sevilla
3,Sergio Rico Portero,01/09/1993 (25),"12,00 mill. €",2018/2019,12000000.0,laliga,fc-sevilla
6,Juan Soriano Portero,23/08/1997 (21),"2,50 mill. €",2018/2019,2500000.0,laliga,fc-sevilla
9,Lucho García Portero,20/03/1998 (21),250 mil €,2018/2019,250000.0,laliga,fc-sevilla
12,Javi Díaz Portero,15/05/1997 (22),200 mil €,2018/2019,200000.0,laliga,fc-sevilla
15,Maximilian Wöber Defensa central,04/02/1998 (21),"10,00 mill. €",2018/2019,10000000.0,laliga,fc-sevilla
18,Sergi Gómez Defensa central,28/03/1992 (27),"9,00 mill. €",2018/2019,9000000.0,laliga,fc-sevilla
21,Simon Kjær Defensa central,26/03/1989 (30),"8,00 mill. €",2018/2019,8000000.0,laliga,fc-sevilla
24,Joris Gnagnon Defensa central,13/01/1997 (22),"6,00 mill. €",2018/2019,6000000.0,laliga,fc-sevilla
27,Daniel Carriço Defensa central,04/08/1988 (30),"3,00 mill. €",2018/2019,3000000.0,laliga,fc-sevilla
30,Gabriel Mercado Defensa central,18/03/1987 (32),"2,50 mill. €",2018/2019,2500000.0,laliga,fc-sevilla
33,Nicolás Pareja Defensa central,19/01/1984 (35),500 mil €,2018/2019,500000.0,laliga,fc-sevilla
36,Juan Berrocal Defensa central,05/02/1999 (20),500 mil €,2018/2019,500000.0,laliga,fc-sevilla
39,Sergio Escudero Lateral izquierdo,02/09/1989 (29),"7,50 mill. €",2018/2019,7500000.0,laliga,fc-sevilla
42,Guilherme Arana Lateral izquierdo,14/04/1997 (22),"3,00 mill. €",2018/2019,3000000.0,laliga,fc-sevilla
45,Javi Vázquez Lateral izquierdo,24/09/2000 (18),100 mil €,2018/2019,100000.0,laliga,fc-sevilla
48,Jesús Navas Lateral derecho,21/11/1985 (33),"4,00 mill. €",2018/2019,4000000.0,laliga,fc-sevilla
51,Sébastien Corchia Lateral derecho,01/11/1990 (28),"2,00 mill. €",2018/2019,2000000.0,laliga,fc-sevilla
54,Ibrahim Amadou Pivote,06/04/1993 (26),"7,00 mill. €",2018/2019,7000000.0,laliga,fc-sevilla
57,Maxime Gonalons Pivote,10/03/1989 (30),"4,00 mill. €",2018/2019,4000000.0,laliga,fc-sevilla
60,Éver Banega Mediocentro,29/06/1988 (31),"15,00 mill. €",2018/2019,15000000.0,laliga,fc-sevilla
63,Roque Mesa Mediocentro,07/06/1989 (30),"7,00 mill. €",2018/2019,7000000.0,laliga,fc-sevilla
66,Marko Rog Mediocentro,19/07/1995 (23),"6,00 mill. €",2018/2019,6000000.0,laliga,fc-sevilla
69,Franco Vázquez Mediocentro ofensivo,22/02/1989 (30),"15,00 mill. €",2018/2019,15000000.0,laliga,fc-sevilla
72,Ganso Mediocentro ofensivo,12/10/1989 (29),"2,00 mill. €",2018/2019,2000000.0,laliga,fc-sevilla
75,Borja Lasso Mediocentro ofensivo,01/01/1994 (25),700 mil €,2018/2019,700000.0,laliga,fc-sevilla
78,Pepe Mena Mediocentro ofensivo,15/05/1998 (21),250 mil €,2018/2019,250000.0,laliga,fc-sevilla
81,Quincy Promes Extremo izquierdo,04/01/1992 (27),"18,00 mill. €",2018/2019,18000000.0,laliga,fc-sevilla
84,Bryan Gil Extremo izquierdo,11/02/2001 (18),"10,00 mill. €",2018/2019,10000000.0,laliga,fc-sevilla
87,Nolito Extremo izquierdo,15/10/1986 (32),"2,00 mill. €",2018/2019,2000000.0,laliga,fc-sevilla
90,Pejiño Extremo izquierdo,29/07/1996 (22),300 mil €,2018/2019,300000.0,laliga,fc-sevilla
93,Pablo Sarabia Extremo derecho,11/05/1992 (27),"40,00 mill. €",2018/2019,40000000.0,laliga,fc-sevilla
96,Munir El Haddadi Extremo derecho,01/09/1995 (23),"10,00 mill. €",2018/2019,10000000.0,laliga,fc-sevilla
99,Aleix Vidal Extremo derecho,21/08/1989 (29),"4,00 mill. €",2018/2019,4000000.0,laliga,fc-sevilla
102,Wissam Ben Yedder Delantero centro,12/08/1990 (28),"40,00 mill. €",2018/2019,40000000.0,laliga,fc-sevilla
105,André Silva Delantero centro,06/11/1995 (23),"22,00 mill. €",2018/2019,22000000.0,laliga,fc-sevilla
108,Luis Muriel Delantero centro,16/04/1991 (28),"13,00 mill. €",2018/2019,13000000.0,laliga,fc-sevilla
111,Marc Gual Delantero centro,13/03/1996 (23),"1,00 mill. €",2018/2019,1000000.0,laliga,fc-sevilla
0,Gerónimo Rulli Portero,20/05/1992 (27),"10,00 mill. €",2018/2019,10000000.0,laliga,real-sociedad-san-sebastian
3,Miguel Ángel Moyá Portero,02/04/1984 (35),"1,50 mill. €",2018/2019,1500000.0,laliga,real-sociedad-san-sebastian
6,Andoni Zubiaurre Portero,04/12/1996 (22),300 mil €,2018/2019,300000.0,laliga,real-sociedad-san-sebastian
9,Igor Zubeldia Defensa central,30/03/1997 (22),"30,00 mill. €",2018/2019,30000000.0,laliga,real-sociedad-san-sebastian
12,Diego Llorente Defensa central,16/08/1993 (25),"25,00 mill. €",2018/2019,25000000.0,laliga,real-sociedad-san-sebastian
15,Aritz Elustondo Defensa central,28/03/1994 (25),"10,00 mill. €",2018/2019,10000000.0,laliga,real-sociedad-san-sebastian
18,Héctor Moreno Defensa central,17/01/1988 (31),"6,00 mill. €",2018/2019,6000000.0,laliga,real-sociedad-san-sebastian
21,Robin Le Normand Defensa central,11/11/1996 (22),"4,00 mill. €",2018/2019,4000000.0,laliga,real-sociedad-san-sebastian
24,Raúl Navas Defensa central,11/05/1988 (31),"3,00 mill. €",2018/2019,3000000.0,laliga,real-sociedad-san-sebastian
27,Theo Hernández Lateral izquierdo,06/10/1997 (21),"15,00 mill. €",2018/2019,15000000.0,laliga,real-sociedad-san-sebastian
30,Aihen Muñoz Lateral izquierdo,16/08/1997 (21),"7,50 mill. €",2018/2019,7500000.0,laliga,real-sociedad-san-sebastian
33,Kévin Rodrigues Lateral izquierdo,05/03/1994 (25),"3,00 mill. €",2018/2019,3000000.0,laliga,real-sociedad-san-sebastian
36,Joseba Zaldua Lateral derecho,24/06/1992 (27),"10,00 mill. €",2018/2019,10000000.0,laliga,real-sociedad-san-sebastian
39,Andoni Gorosabel Lateral derecho,04/08/1996 (22),"1,50 mill. €",2018/2019,1500000.0,laliga,real-sociedad-san-sebastian
42,Asier Illarramendi Pivote,08/03/1990 (29),"25,00 mill. €",2018/2019,25000000.0,laliga,real-sociedad-san-sebastian
45,Martín Zubimendi Pivote,02/02/1999 (20),100 mil €,2018/2019,100000.0,laliga,real-sociedad-san-sebastian
48,Mikel Merino Mediocentro,22/06/1996 (23),"15,00 mill. €",2018/2019,15000000.0,laliga,real-sociedad-san-sebastian
51,Rubén Pardo Mediocentro,22/10/1992 (26),"4,00 mill. €",2018/2019,4000000.0,laliga,real-sociedad-san-sebastian
54,Luca Sangalli Mediocentro,10/02/1995 (24),"4,00 mill. €",2018/2019,4000000.0,laliga,real-sociedad-san-sebastian
57,David Zurutuza Mediocentro,19/07/1986 (32),"2,50 mill. €",2018/2019,2500000.0,laliga,real-sociedad-san-sebastian
60,Ander Guevara Mediocentro,07/07/1997 (21),"2,50 mill. €",2018/2019,2500000.0,laliga,real-sociedad-san-sebastian
63,Roberto López Mediocentro ofensivo,24/04/2000 (19),"1,00 mill. €",2018/2019,1000000.0,laliga,real-sociedad-san-sebastian
66,Ander Barrenetxea Extremo izquierdo,27/12/2001 (17),"10,00 mill. €",2018/2019,10000000.0,laliga,real-sociedad-san-sebastian
69,Juanmi Extremo izquierdo,20/05/1993 (26),"8,00 mill. €",2018/2019,8000000.0,laliga,real-sociedad-san-sebastian
72,Martín Merquelanz Extremo izquierdo,12/06/1995 (24),400 mil €,2018/2019,400000.0,laliga,real-sociedad-san-sebastian
75,Naïs Djouahra Extremo izquierdo,23/11/1999 (19),150 mil €,2018/2019,150000.0,laliga,real-sociedad-san-sebastian
78,Adnan Januzaj Extremo derecho,05/02/1995 (24),"15,00 mill. €",2018/2019,15000000.0,laliga,real-sociedad-san-sebastian
81,Zourdine Thior Extremo derecho,09/07/1997 (21),300 mil €,2018/2019,300000.0,laliga,real-sociedad-san-sebastian
84,Álex Sola Extremo derecho,09/06/1999 (20),200 mil €,2018/2019,200000.0,laliga,real-sociedad-san-sebastian
87,Mikel Oyarzabal Delantero centro,21/04/1997 (22),"50,00 mill. €",2018/2019,50000000.0,laliga,real-sociedad-san-sebastian
90,Willian José Delantero centro,23/11/1991 (27),"30,00 mill. €",2018/2019,30000000.0,laliga,real-sociedad-san-sebastian
93,Sandro Ramírez Delantero centro,09/07/1995 (23),"4,00 mill. €",2018/2019,4000000.0,laliga,real-sociedad-san-sebastian
96,Jon Bautista Delantero centro,03/07/1995 (23),"2,00 mill. €",2018/2019,2000000.0,laliga,real-sociedad-san-sebastian
0,Pau López Portero,13/12/1994 (24),"20,00 mill. €",2018/2019,20000000.0,laliga,real-betis-sevilla
3,Joel Robles Portero,17/06/1990 (29),"5,00 mill. €",2018/2019,5000000.0,laliga,real-betis-sevilla
6,Marc Bartra Defensa central,15/01/1991 (28),"22,00 mill. €",2018/2019,22000000.0,laliga,real-betis-sevilla
9,Aïssa Mandi Defensa central,22/10/1991 (27),"16,00 mill. €",2018/2019,16000000.0,laliga,real-betis-sevilla
12,Sidnei Defensa central,23/08/1989 (29),"10,00 mill. €",2018/2019,10000000.0,laliga,real-betis-sevilla
15,Zouhair Feddal Defensa central,23/12/1989 (29),"5,00 mill. €",2018/2019,5000000.0,laliga,real-betis-sevilla
18,Edgar González Defensa central,01/04/1997 (22),300 mil €,2018/2019,300000.0,laliga,real-betis-sevilla
21,Junior Firpo Lateral izquierdo,22/08/1996 (22),"25,00 mill. €",2018/2019,25000000.0,laliga,real-betis-sevilla
24,Julio Alonso Lateral izquierdo,14/12/1998 (20),100 mil €,2018/2019,100000.0,laliga,real-betis-sevilla
27,Diego Altamirano Lateral izquierdo,13/03/1997 (22),-,2018/2019,0.0,laliga,real-betis-sevilla
30,Francis Guerrero Lateral derecho,11/03/1996 (23),"6,00 mill. €",2018/2019,6000000.0,laliga,real-betis-sevilla
33,Emerson Royal Lateral derecho,14/01/1999 (20),"3,00 mill. €",2018/2019,3000000.0,laliga,real-betis-sevilla
36,Antonio Barragán Lateral derecho,12/06/1987 (32),"2,00 mill. €",2018/2019,2000000.0,laliga,real-betis-sevilla
39,William Carvalho Pivote,07/04/1992 (27),"25,00 mill. €",2018/2019,25000000.0,laliga,real-betis-sevilla
42,Javi García Pivote,08/02/1987 (32),"2,00 mill. €",2018/2019,2000000.0,laliga,real-betis-sevilla
45,Paul Akouokou Pivote,20/12/1997 (21),-,2018/2019,0.0,laliga,real-betis-sevilla
48,Giovani Lo Celso Mediocentro,09/04/1996 (23),"50,00 mill. €",2018/2019,50000000.0,laliga,real-betis-sevilla
51,Andrés Guardado Mediocentro,28/09/1986 (32),"5,00 mill. €",2018/2019,5000000.0,laliga,real-betis-sevilla
54,Wilfrid Kaptoum Mediocentro,07/07/1996 (22),"4,00 mill. €",2018/2019,4000000.0,laliga,real-betis-sevilla
57,Darko Brasanac Mediocentro,12/02/1992 (27),"2,00 mill. €",2018/2019,2000000.0,laliga,real-betis-sevilla
60,Jaime Garijo Mediocentro,06/06/1999 (20),-,2018/2019,0.0,laliga,real-betis-sevilla
63,Sergio Canales Mediocentro ofensivo,16/02/1991 (28),"25,00 mill. €",2018/2019,25000000.0,laliga,real-betis-sevilla
66,Ryad Boudebouz Mediocentro ofensivo,19/02/1990 (29),"6,00 mill. €",2018/2019,6000000.0,laliga,real-betis-sevilla
69,Cristian Tello Extremo izquierdo,11/08/1991 (27),"10,00 mill. €",2018/2019,10000000.0,laliga,real-betis-sevilla
72,Jesé Extremo izquierdo,26/02/1993 (26),"5,00 mill. €",2018/2019,5000000.0,laliga,real-betis-sevilla
75,Takashi Inui Extremo izquierdo,02/06/1988 (31),"4,00 mill. €",2018/2019,4000000.0,laliga,real-betis-sevilla
78,José Manuel Irizo Extremo izquierdo,29/01/1998 (21),150 mil €,2018/2019,150000.0,laliga,real-betis-sevilla
81,Diego Lainez Extremo derecho,09/06/2000 (19),"14,00 mill. €",2018/2019,14000000.0,laliga,real-betis-sevilla
84,Joaquín Extremo derecho,21/07/1981 (37),"2,00 mill. €",2018/2019,2000000.0,laliga,real-betis-sevilla
87,Rober González Extremo derecho,08/01/2001 (18),200 mil €,2018/2019,200000.0,laliga,real-betis-sevilla
90,Adrián Tellado Extremo derecho,05/02/1999 (20),-,2018/2019,0.0,laliga,real-betis-sevilla
93,Loren Morón Delantero centro,30/12/1993 (25),"10,00 mill. €",2018/2019,10000000.0,laliga,real-betis-sevilla
96,Antonio Sanabria Delantero centro,04/03/1996 (23),"9,00 mill. €",2018/2019,9000000.0,laliga,real-betis-sevilla
99,Sergio León Delantero centro,06/01/1989 (30),"3,00 mill. €",2018/2019,3000000.0,laliga,real-betis-sevilla
0,Unai Simón Portero,11/06/1997 (22),"6,00 mill. €",2018/2019,6000000.0,laliga,athletic-bilbao
3,Iago Herrerín Portero,25/01/1988 (31),"4,00 mill. €",2018/2019,4000000.0,laliga,athletic-bilbao
6,Álex Remiro Portero,24/03/1995 (24),"1,50 mill. €",2018/2019,1500000.0,laliga,athletic-bilbao
9,Hodei Oleaga Portero,29/12/1996 (22),200 mil €,2018/2019,200000.0,laliga,athletic-bilbao
12,Iñigo Martínez Defensa central,17/05/1991 (28),"32,00 mill. €",2018/2019,32000000.0,laliga,athletic-bilbao
15,Yeray Álvarez Defensa central,24/01/1995 (24),"25,00 mill. €",2018/2019,25000000.0,laliga,athletic-bilbao
18,Unai Núñez Defensa central,30/01/1997 (22),"15,00 mill. €",2018/2019,15000000.0,laliga,athletic-bilbao
21,Dani Vivian Defensa central,05/07/1999 (19),250 mil €,2018/2019,250000.0,laliga,athletic-bilbao
24,Yuri Berchiche Lateral izquierdo,10/02/1990 (29),"20,00 mill. €",2018/2019,20000000.0,laliga,athletic-bilbao
27,Mikel Balenziaga Lateral izquierdo,29/02/1988 (31),"2,00 mill. €",2018/2019,2000000.0,laliga,athletic-bilbao
30,Cristian Ganea Lateral izquierdo,24/05/1992 (27),"1,00 mill. €",2018/2019,1000000.0,laliga,athletic-bilbao
33,Óscar de Marcos Lateral derecho,14/04/1989 (30),"6,00 mill. €",2018/2019,6000000.0,laliga,athletic-bilbao
36,Ander Capa Lateral derecho,08/02/1992 (27),"3,00 mill. €",2018/2019,3000000.0,laliga,athletic-bilbao
39,Iñigo Lekue Lateral derecho,04/05/1993 (26),"2,00 mill. €",2018/2019,2000000.0,laliga,athletic-bilbao
42,Mikel San José Pivote,30/05/1989 (30),"7,50 mill. €",2018/2019,7500000.0,laliga,athletic-bilbao
45,Peru Nolaskoain Pivote,25/10/1998 (20),"5,00 mill. €",2018/2019,5000000.0,laliga,athletic-bilbao
